water_body_name,water_body_longitude,water_body_latitude,country_code,province_code,closest_city,distance
Guanajuato,-100.89044,20.65392,MEX,GT,Celaya,14.8
Lago Yuriria,-101.12132,20.23873,MEX,GT,Salamanca,39.3
Lerma,-101.07708,20.16143,MEX,GT,Acambaro,39.5
Balsas,-99.78243,18.37163,MEX,GR,Iguala,29.1
Bejucos,-100.64948,18.62226,MEX,GR,Ciudad Altamirano,30.4
Coyuca,-100.14938,17.19193,MEX,GR,Tecpan,30.3
La Laja,-101.15909,17.63198,MEX,GR,Zihuatanejo,40.9
Laguna Tres Palos,-99.71845,16.76888,MEX,GR,Acapulco,22.4
Omitlan,-99.38973,17.15642,MEX,GR,Chilpancingo,35.4
Quetzala,-98.24953,16.80972,MEX,GR,Pinotepa Nacional,50.9
Rio Azul,-99.29971,17.38973,MEX,GR,Chilpancingo,15.9
Rio Chiquito,-101.07069,18.31245,MEX,GR,Ciudad Altamirano,43.8
Rio Papagayo,-99.68124,17.1644,MEX,GR,Acapulco,39.1
Rio Tecpan,-100.64703,17.39875,MEX,GR,Tecpan,32.5
Tlalpaneco,-99.00201,17.69329,MEX,GR,Chilpancingo,50.8
Velero,-98.9448,17.1527,MEX,GR,San Marcos,58.9
Yextla,-100.44683,17.89543,MEX,GR,Ciudad Altamirano,55.1
Amajac,-99.7534,20.467,MEX,HG,San Juan del Rio,27.1
Lago Tecocomulco,-98.40098,19.85907,MEX,HG,Tulancingo,25.2
Moctezuma,-99.00325,21.04344,MEX,HG,Tamazunchale,33.9
Ameca,-104.60667,20.8006,MEX,JA,Ixtlan del Rio,31.8
Armeria,-104.11923,19.75819,MEX,JA,Autlan,25.6
Atengo,-103.49592,22.06975,MEX,JA,Jerez de Garcia Salinas,83.4
Coahuayana,-103.48156,19.20782,MEX,JA,Colima,25.6
El Tigre,-104.10515,21.8065,MEX,JA,Tepic,87.6
Lago de Chapala,-102.98736,20.22016,MEX,JA,Ocotlan,21.3
Laguna Atotonilco,-103.61004,20.33346,MEX,JA,Guadalajara,43.3
Laguna Sayula,-103.5366,20.03619,MEX,JA,Sayula,21.8
Mascota,-104.96942,20.55746,MEX,JA,Puerto Vallarta,27.4
Purificacin,-104.72248,19.51979,MEX,JA,Autlan,45.9
Rao Grande de Santiago,-104.0444,21.16107,MEX,JA,Tequila,36.7
Ro Verde,-102.73252,21.03464,MEX,JA,Tepatitlan,18.7
Tomatlan,-105.163,20.07496,MEX,JA,Puerto Vallarta,62.3
Lago de Texcoco,-98.99495,19.49379,MEX,DF,Mexico,14.6
Presa Huapango,-99.71555,19.97874,MEX,DF,San Juan del Rio,57.4
Rio Palos Altos,-100.14227,18.52253,MEX,DF,Ciudad Altamirano,57.6
Caracuaro,-101.16169,19.16118,MEX,MI,Patzcuaro,59.4
Coalcoman,-103.19603,18.65188,MEX,MI,Aguililla,60.9
Lago Cuitzeo,-101.07932,19.93285,MEX,MI,Morelia,29.1
Lago de Pajtzcuaro,-101.62869,19.61285,MEX,MI,Patzcuaro,13.5
Presa del Infiernillo,-101.8188,18.62936,MEX,MI,Apatzingan,78.3
Purungueo,-100.89114,19.26232,MEX,MI,Morelia,59.2
Ro Grande,-102.529,19.12726,MEX,MI,Apatzingan,17.4
Toscano,-102.82297,18.40531,MEX,MI,Aguililla,47.4
Turicato,-101.38931,19.03526,MEX,MI,Patzcuaro,55.8
Tuzantla,-100.60566,19.38827,MEX,MI,Acambaro,70.7
Amacuzac,-99.33186,18.50375,MEX,MO,Taxco,20.8
Atango,-104.41675,21.96896,MEX,NA,Tepic,71.6
Huaynamota,-104.61737,21.88817,MEX,NA,Tepic,51.9
Laguna Agua Brava,-105.54647,22.18331,MEX,NA,Tuxpan,36.7
Pesqueria,-100.47956,25.80462,MEX,NL,Monterrey,23.9
Rio Salado,-99.46139,25.18756,MEX,NL,Montemorelos,35.7
Sabinas,-100.22163,26.58718,MEX,NL,Sabinas Hildalgo,10.1
San Juan,-100.26834,27.51205,MEX,NL,Ciudad Anahuac,35.5
San Lorenzo,-98.93665,25.32685,MEX,NL,China,51.7
Atoyac,-97.09544,16.52349,MEX,OA,Miahuatlan,57.2
Chicapa,-94.71524,16.6548,MEX,OA,Juchitan,39.9
Colotepec,-96.77185,16.01522,MEX,OA,Puerto Escondido,34.5
El Corte,-94.66739,16.9636,MEX,OA,Matias Romero,42.3
Grande,-97.84559,16.90413,MEX,OA,Pinotepa Nacional,64.5
Jaltepec,-95.36447,17.21693,MEX,OA,Jesus Carranza,40
Mixteco,-98.09825,17.74513,MEX,OA,Huajuapan,35
Papaloapan,-96.21056,18.05706,MEX,OA,Tuxtepec,8.1
Presa Miguel Alemajn,-96.52648,18.26679,MEX,OA,Tierra Blanca,27.3
Rio Grande,-96.75271,17.60321,MEX,OA,Oaxaca,61.1
Ro Negro,-94.00708,16.81692,MEX,OA,Arriaga,67.1
Santo Domingo,-95.10163,17.29152,MEX,OA,Jesus Carranza,14.5
Sarabia,-95.13508,17.04083,MEX,OA,Matias Romero,20.6
Tehuantepec,-95.9466,16.52124,MEX,OA,Miahuatlan,72.7
Tesechoacan,-95.90836,17.78978,MEX,OA,Tuxtepec,42.3
Tonala,-97.83544,17.77396,MEX,OA,Huajuapan,7.1
Atoyac,-97.92844,18.58268,MEX,PU,Acatlan,46.6
Cazones,-97.68426,20.48147,MEX,PU,Poza Rica,24.2
Laguna El Salado,-97.43754,19.45904,MEX,PU,Teziutlan,39.7
Laguna Totolcingo,-97.62047,19.29715,MEX,PU,Orizaba,55.1
Nexpa,-98.62424,18.61379,MEX,PU,Izucar de Matamoros,15.3
Presa Manuel vila Camacho,-98.17137,18.94505,MEX,PU,Puebla,14.3
Rio Colorado,-97.93122,19.66239,MEX,PU,Apizaco,37.1
Tecolutla,-97.624,20.15484,MEX,PU,Papantla,44.3
Moctezuma,-99.91854,21.12552,MEX,QT,Queretaro,77.6
Rio Hondo,-88.7051,18.22509,MEX,QR,Chetumal,55
Valles,-99.28157,22.32853,MEX,SL,Cardenas,44.5
Verde,-100.11721,21.66925,MEX,SL,Rioverde,30.5
Fuerte,-108.64627,26.46898,MEX,SI,El Fuerte,7.1
Laguna Agua Grande,-105.69378,22.58408,MEX,SI,Escuinapa,27.3
Laguna El Caimanero,-106.10606,22.98327,MEX,SI,Rosario,24.9
Presa Adolfo Lpes Mateos,-107.39279,25.18079,MEX,SI,Culiacan,41.6
Presa Gustavo Daz Ordaz (Bacurato),-107.8723,25.92096,MEX,SI,Guamuchil,55.3
Presa Miguel Hidalgo,-108.54369,26.59958,MEX,SI,El Fuerte,23.5
Rio Culiacan,-107.5341,24.85825,MEX,SI,Culiacan,13
Rio Pixtla,-106.15359,24.07175,MEX,SI,La Cruz,75.3
Rio San Lorenzo,-106.90259,24.5363,MEX,SI,El Dorado,52.9
Rio Sinaloa,-107.69176,25.89982,MEX,SI,Guamuchil,62.6
Arroyo Altar,-111.53627,30.99554,MEX,SO,Nogales,64.9
Arroyo Asuncin,-112.49348,30.71116,MEX,SO,Caborca,32.1
Arroyo Bacohachi,-111.60947,29.5576,MEX,SO,Benjamin Hill,80.7
Arroyo el Agachadito,-111.75042,29.3921,MEX,SO,Hermosillo,85
Arroyo El Carrizo,-110.34491,28.5371,MEX,SO,Empalme,76.1
Arroyo El coyote,-112.22666,31.16072,MEX,SO,Caborca,50.7
Arroyo el Sasabe,-111.76049,31.10313,MEX,SO,Caborca,57.9
Arroyo el Zangon,-110.68224,29.9196,MEX,SO,Benjamin Hill,48.8
Arroyo llas Gallinas,-110.27136,30.67438,MEX,SO,Cananea,33
Arroyo Magdalena,-111.121,30.74095,MEX,SO,Magdalena,23
Arroyo Sonora,-110.0219,30.59376,MEX,SO,Cananea,46.1
Arroyo Sonoyta,-112.96326,31.7304,MEX,SO,Sonoyta,14.7
Bavispe,-108.83957,30.23353,MEX,SO,Nacozari de Garcia,78.9
Lake Novillo,-109.59576,29.1237,MEX,SO,Nacozari de Garcia,130.4
Presa Abelardo L Rodrguez,-110.89752,29.07714,MEX,SO,Hermosillo,4.9
Presa Adolfo Ruz Cortines,-109.06064,27.2457,MEX,SO,Navojoa,40.7
Presa Alvaro Obregon,-109.84024,27.97029,MEX,SO,Ciudad Obregon,55.7
Rio Agua Prieta,-109.52363,31.21389,MEX,SO,Agua Prieta,7.8
Rio Batepito,-109.25024,31.32176,MEX,SO,Agua Prieta,27.4
Rio Fronteras,-109.57654,30.78367,MEX,SO,Nacozari de Garcia,54.9
Rio Los Embudos,-109.01142,31.18254,MEX,SO,Agua Prieta,51.1
Rio Mayo,-108.97471,27.52287,MEX,SO,Navojoa,65.9
Ro Aros,-108.86265,29.21796,MEX,SO,Nacozari de Garcia,142.3
Ro Sonora,-110.39166,29.64119,MEX,SO,Hermosillo,81.6
Yaqui,-109.58776,29.01225,MEX,SO,Hermosillo,132.3
Zona de inundacin sin nombre,-114.74611,31.89579,MEX,SO,San Luis Rio Colorado,65.2
San Pedro y San Pablo,-92.32211,18.42299,MEX,TB,Frontera,36.3
Usumacinta,-91.63871,17.64477,MEX,TB,Emiliano Zapata,16.4
Conchos,-98.90971,24.9563,MEX,TM,Linares,67.1
Corona,-99.60263,24.33712,MEX,TM,Linares,58.7
Falcon Lake,-99.27598,26.80911,MEX,TM,Zapata,15.5
Laguna El Barril,-97.25159,25.67055,MEX,TM,Matamoros,32.8
Presa Marte R Gomez,-98.99917,26.16773,MEX,TM,China,56.4
Presa Vicente Guerrero,-98.74536,23.9473,MEX,TM,Ciudad Victoria,49.9
Purificacin,-99.49897,24.11996,MEX,TM,Ciudad Victoria,55.7
Soto la Marina,-98.3514,23.90195,MEX,TM,Ciudad Victoria,85.6
Tamesi,-98.75129,22.90219,MEX,TM,Ciudad Mante,28.6
Actopan,-96.80062,19.57473,MEX,VE,Xalapa,9.2
Bobos,-97.05535,20.03972,MEX,VE,Martinez de la Torre,4.9
Coatzacoalcos,-94.69159,17.69047,MEX,VE,Acayucan,35.8
Culebra,-95.39484,17.82251,MEX,VE,Acayucan,49.1
Jamapa,-96.64652,19.07907,MEX,VE,Cordoba,38.4
La Antigua,-96.84101,19.27967,MEX,VE,Xalapa,30.2
Lago Catemaco,-95.06745,18.39983,MEX,VE,San Andres Tuxtla,17.9
Laguna Chil,-98.07992,22.2163,MEX,VE,Tampico,22.5
Laguna Chila,-98.37826,22.1328,MEX,VE,Ebano,10.5
Laguna de Pueblo Viejo,-97.8555,22.13269,MEX,VE,Tampico,7.2
Laguna Mara Lizamba,-95.89674,18.59278,MEX,VE,Alvarado,25.8
Las Pozas,-96.70115,18.78128,MEX,VE,Cordoba,25.1
Pajnuco,-98.18924,22.08412,MEX,VE,Ebano,25.5
Papaloapan,-95.93222,18.30497,MEX,VE,Cosamaloapan,14.1
Tempoal,-98.35615,21.19932,MEX,VE,Huejutla,9
Tuxpam,-97.89693,20.76028,MEX,VE,Cerro Azul,51.7
Uxpanapa,-94.24351,17.50777,MEX,VE,Minatitlan,64.1
Aguanaval,-103.13727,24.21718,MEX,ZA,Juan Aldama,27.3
Cartagena,-103.37948,21.74165,MEX,ZA,Tequila,108
Rio Jesus Maria,-104.01407,22.71645,MEX,ZA,Jerez de Garcia Salinas,103.5
Rio Juchipila,-103.01018,21.75391,MEX,ZA,Aguascalientes,75.8
Alabama,-86.75413,32.6253,USA,AL,Selma,34.8
Black Warrior River,-87.67984,32.99554,USA,AL,Tuscaloosa,25.7
Cahaba River,-87.09978,32.87017,USA,AL,Selma,50.8
Conecuh River,-86.40495,31.51063,USA,AL,Andalusia,27.3
East Fork Choctawhatchee River,-85.55478,31.42379,USA,AL,Dothan,25.4
Guntersville Lake,-86.08875,34.57958,USA,AL,Huntsville,50.1
Lewis Smith Lake,-87.15753,34.08707,USA,AL,Jasper,31.3
Little Bear Creek Reservoir,-87.92466,34.45333,USA,AL,Florence,52.8
Locust Fork,-86.80037,33.85419,USA,AL,Birmingham,35.9
Logan Martin Lake,-86.24791,33.52098,USA,AL,Anniston,42.3
Martin Lake,-85.90761,32.82026,USA,AL,Auburn,39.8
Mitchell Lake,-86.47535,32.89626,USA,AL,Montgomery,61.1
Mulberry Fork,-86.95468,33.89308,USA,AL,Jasper,32.1
New River,-87.66673,34.0229,USA,AL,Jasper,40.6
Pea River,-85.88288,31.47939,USA,AL,Troy,38.2
Pickwick Lake,-88.1638,34.98816,USA,AL,Corinth,34
Sipsey Fork,-87.09451,33.90317,USA,AL,Jasper,20.2
Sipsey River,-87.83437,33.44728,USA,AL,Tuscaloosa,36.2
Slab Creek,-86.32761,34.21721,USA,AL,Gadsden,40.9
Tallapoosa River,-85.65448,33.17367,USA,AL,Anniston,57.1
Tombigbee,-88.19287,32.83861,USA,AL,Tuscaloosa,71.1
Weiss Lake,-85.54861,34.21324,USA,AL,Rome,33.7
Wheeler Lake,-87.26181,34.73691,USA,AL,Decatur,28.1
William Bill Dannelly Reservoir,-87.27853,32.13208,USA,AL,Selma,39.3
Alagnak River,-156.13649,59.08044,USA,AK,King Salmon,49
Alatna River,-153.72822,67.1812,USA,AK,Tanana,230.7
Allen River,-158.63055,60.09941,USA,AK,Dillingham,117.4
Anaktuvuk River,-151.17733,69.08842,USA,AK,Prudhoe Bay,171.7
Andreafsky River,-162.54733,62.61896,USA,AK,Mountain Village,82.9
Angle Creek,-155.73807,58.2355,USA,AK,King Salmon,76.6
Aniak River,-159.25728,61.30331,USA,AK,Holy Cross,103.2
Aniakchak River,-157.83584,56.85604,USA,AK,Chignik,70.9
Anvik River,-160.62248,63.081,USA,AK,Unalakleet,95.1
Apoon Pass,-163.89655,62.94052,USA,AK,Emmonak,30.2
Atchuelinguk River,-161.99751,62.41397,USA,AK,Mountain Village,96.3
Avalik River,-159.08321,70.08134,USA,AK,Wainwright,70.3
Awuna River,-156.57431,69.1152,USA,AK,Wainwright,213.1
Beluga Lake,-151.56284,61.41587,USA,AK,Nikiski,76.9
Beluga River,-151.19084,61.29084,USA,AK,Nikiski,62.5
Berg Lakes,-143.79243,60.43044,USA,AK,Cordova,104.7
Birch Creek,-144.99612,65.85136,USA,AK,Circle,43.5
Buckland River,-160.7204,65.90555,USA,AK,Selawik,85.4
Canning River,-146.14111,69.69754,USA,AK,Prudhoe Bay,107.2
Chakachatna River,-151.9321,61.12925,USA,AK,Nikiski,54.6
Chandalar River,-146.7443,66.95977,USA,AK,Fort Yukon,79.8
Chandler River,-151.69947,69.17696,USA,AK,Prudhoe Bay,177.9
Charley River,-143.25895,65.03172,USA,AK,Circle,94.9
Chatanika River,-147.86123,65.13673,USA,AK,Fairbanks,35.6
Chena River,-146.96992,64.88315,USA,AK,Fairbanks,35.8
Chignik Lake,-158.82556,56.2827,USA,AK,Chignik,23.2
Chilikadrotna River,-154.61465,60.6323,USA,AK,Nikiski,178.9
Chilkat River,-135.87537,59.47907,USA,AK,Skagway,27.6
Chistochina River,-144.7043,62.75596,USA,AK,Glennallen,83.9
Chitina River,-143.13096,61.29038,USA,AK,Glennallen,155.9
Chuilnuk River,-162.58647,62.09212,USA,AK,Mountain Village,60.7
Chulitna River,-149.72962,62.93218,USA,AK,Wasilla,150.6
Coleen River,-142.4474,67.84683,USA,AK,Old Crow,115.4
Colville,-154.9305,69.28413,USA,AK,Barrow,236.1
Copper,-144.75184,61.87665,USA,AK,Glennallen,48.3
Crooked Creek,-160.07874,60.30703,USA,AK,Bethel,107.6
Crosswind Lake,-146.02299,62.34933,USA,AK,Glennallen,36.9
Delta River,-145.88238,63.62116,USA,AK,Delta Junction,47.9
Dennison Fork,-142.1362,63.68725,USA,AK,Tok,61.2
Dishna River,-157.38485,63.2544,USA,AK,McGrath,99.3
East Fork Andreafsky River,-162.55974,62.34464,USA,AK,Mountain Village,66.4
East Fork Chandalar River,-145.77209,68.04765,USA,AK,Arctic Village,1.9
East Fork Kuskokwim River,-154.10848,63.1306,USA,AK,McGrath,74.9
Egegik River,-156.98315,58.1142,USA,AK,King Salmon,71.1
Emanvicrok Channel,-161.43328,66.60255,USA,AK,Selawik,51.9
Etivluk Nigu River,-156.22295,68.54911,USA,AK,Selawik,271.6
Foraker River,-152.15614,63.77954,USA,AK,Tanana,159.5
Fortymile River,-141.13615,64.33182,USA,AK,Dawson,91.8
Gakona River,-145.19192,62.58978,USA,AK,Glennallen,56.5
Goodpaster River,-144.95738,64.37315,USA,AK,Delta Junction,50.7
Grayling Fork Black River,-141.85609,66.22361,USA,AK,Circle,108.5
Gulkana River,-145.58573,62.62258,USA,AK,Glennallen,57.4
Harlequin Lake,-138.93632,59.45077,USA,AK,Yakutat,39
Herron River,-152.26797,63.6075,USA,AK,Tanana,178.8
Hodzana River,-148.28129,66.57337,USA,AK,Fort Yukon,135.9
Hogatza River,-154.93127,66.35114,USA,AK,Tanana,180.9
Hoholitna River,-156.65307,61.20307,USA,AK,Sleetmute,63
Holitna River,-157.3351,61.26597,USA,AK,Sleetmute,53.6
Hulahula River,-144.34042,69.57074,USA,AK,Prudhoe Bay,173.2
Huslia River,-156.93723,65.90516,USA,AK,Galena,126.1
Iditarod River,-158.297,62.75775,USA,AK,Holy Cross,99
Ikpikpuk River,-154.74555,70.06607,USA,AK,Barrow,156.4
Iliamna Lake,-154.72711,59.58053,USA,AK,King Salmon,145
Iliamna Lake Outlet,-156.37138,59.24017,USA,AK,King Salmon,59
Innoko River,-158.28848,63.1758,USA,AK,Holy Cross,133.3
Ipewik River,-165.05702,68.52047,USA,AK,Point Hope,67.6
Itkillik River,-150.45424,69.13307,USA,AK,Prudhoe Bay,151.4
Ivishak River,-147.72615,69.1479,USA,AK,Prudhoe Bay,129.1
Jago River,-143.55236,69.65739,USA,AK,Prudhoe Bay,196.3
John River,-152.02591,67.4651,USA,AK,Tanana,250.3
Kandik River,-141.78449,65.56271,USA,AK,Circle,107.3
Kanektok River,-160.97619,59.83577,USA,AK,Togiak,89.8
Kantishna River,-150.55117,64.3689,USA,AK,Nenana,75.2
Kashunuk River,-165.43495,61.39479,USA,AK,Hooper Bay,39.3
Kateel River,-158.23289,65.45218,USA,AK,Galena,99
Ketik River,-159.28807,69.83944,USA,AK,Wainwright,92.9
Kigalik River,-155.80108,69.32437,USA,AK,Wainwright,215
Killik River,-154.18743,68.39467,USA,AK,Prudhoe Bay,310.2
King Salmon River,-156.61173,58.24243,USA,AK,King Salmon,54.3
Kinia River,-164.33115,60.19134,USA,AK,Bethel,155.2
Klutina Lake,-145.9081,61.69611,USA,AK,Glennallen,49.7
Klutina River,-145.49263,61.89021,USA,AK,Glennallen,24.2
Kobuk,-157.74712,67.00292,USA,AK,Selawik,116.8
Kokolik River,-161.95556,69.2942,USA,AK,Wainwright,169.1
Kokwok River,-158.0173,59.53969,USA,AK,Dillingham,63.2
Kolavinarak River,-164.53774,60.47985,USA,AK,Hooper Bay,144.4
Kongakut River,-141.96283,69.24117,USA,AK,Arctic Village,202.8
Koyuk River,-162.02194,65.28434,USA,AK,Unalakleet,162.3
Koyukuk,-154.60182,66.16136,USA,AK,Tanana,155.8
Krusenstern Lagoon,-163.58887,67.15789,USA,AK,Noatak,29.7
Kuk River,-159.68598,70.16374,USA,AK,Wainwright,54.4
Kukaklek Lake,-155.29529,59.17806,USA,AK,King Salmon,92.6
Kukaklik Lake,-160.53353,61.65171,USA,AK,Holy Cross,71.9
Kukpowruk River,-162.91687,69.00301,USA,AK,Point Hope,167.2
Kukpuk River,-165.42724,68.30816,USA,AK,Point Hope,50.2
Kulik Lake,-157.83864,60.33952,USA,AK,Dillingham,149.6
Kuparuk River,-149.51413,69.94737,USA,AK,Prudhoe Bay,57.4
Kupchuk River,-159.29386,60.80835,USA,AK,Bethel,134.7
Kuskokwim,-157.97673,61.9258,USA,AK,Sleetmute,51.8
Kuzitrin River,-164.80997,65.26906,USA,AK,Nome,86.3
Kwethluk River,-160.96759,60.48212,USA,AK,Bethel,56.3
Kwikpak Pass,-164.02504,62.78456,USA,AK,Emmonak,16.6
Ladue River,-141.21878,63.32083,USA,AK,Tok,90.3
Lake Clark,-154.30922,60.23109,USA,AK,Homer,164.7
Lake Louise,-146.60624,62.39707,USA,AK,Glennallen,64.1
Lake Minchumina,-152.19858,63.88965,USA,AK,Tanana,147.4
Maclaren River,-146.7201,62.98918,USA,AK,Glennallen,115.4
Marsh Fork,-146.23613,68.85313,USA,AK,Arctic Village,92.7
Matanuska River,-148.65914,61.70547,USA,AK,Palmer,25.6
Maybe Creek,-154.17486,69.30705,USA,AK,Barrow,242.7
Mckinley River,-151.41373,63.64514,USA,AK,Nenana,152.5
Meade,-157.28495,70.20969,USA,AK,Wainwright,109.7
Melozitna River,-154.58872,65.2934,USA,AK,Tanana,116.4
Middle Fork Chandalar River,-147.97509,67.46658,USA,AK,Arctic Village,113.9
Middle Fork Chena River,-145.31598,65.05176,USA,AK,Circle,103.8
Middle Fork Chistochina River,-144.66897,63.03751,USA,AK,Tok,87.7
Middle Fork Gulkana River,-145.90249,62.91893,USA,AK,Glennallen,92.2
Middle Fork Koyukuk River,-150.30246,67.30388,USA,AK,Arctic Village,209.6
Middle Fork North Fork Fortymile River,-143.11084,64.31914,USA,AK,Tok,112.7
Mosquito Fork,-142.82581,64.00635,USA,AK,Tok,78.4
Mulchatna River,-155.52276,60.46917,USA,AK,Sleetmute,163.4
Nabesna River,-142.41746,62.61793,USA,AK,Tok,82.5
Naknek River,-156.67709,58.69376,USA,AK,King Salmon,4.2
Nanushuk River,-150.74086,69.00066,USA,AK,Prudhoe Bay,169.9
Nation River,-141.52937,65.35717,USA,AK,Circle,126.5
Nazuruk Channel,-161.06229,66.80789,USA,AK,Selawik,39.2
Nelchina River,-146.7036,61.97482,USA,AK,Glennallen,62.6
Nenana River,-148.79322,63.79618,USA,AK,Nenana,83.5
Newhalen River,-155.13636,59.68961,USA,AK,King Salmon,137.3
Nizina River,-142.82669,61.41984,USA,AK,Beaver Creek,145.5
Noatak River,-159.24923,67.7987,USA,AK,Selawik,134.8
Nonvianuk River,-155.73674,59.03976,USA,AK,King Salmon,63
North Fork Chandalar River,-148.7688,67.66637,USA,AK,Arctic Village,133.9
North Fork Fortymile River,-141.98768,64.37047,USA,AK,Tok,128.8
North Fork Huslia River,-157.9968,66.04721,USA,AK,Selawik,121.4
North Fork Kuskokwim,-153.35294,63.64791,USA,AK,McGrath,134.3
Nowitna River,-154.43997,64.26919,USA,AK,Galena,128.9
Nushagak River,-157.1987,59.90127,USA,AK,Dillingham,122.5
Nuyakuk River,-157.99294,59.92894,USA,AK,Dillingham,103.5
Preacher Creek,-145.17105,65.9449,USA,AK,Circle,53.1
S Fork Kuskokwim,-153.67366,62.40534,USA,AK,McGrath,112.3
Sagavanirktok,-148.78248,69.15768,USA,AK,Prudhoe Bay,126.6
Salcha River,-145.5572,64.65673,USA,AK,Delta Junction,68.5
Salmon Fork,-141.17672,66.6304,USA,AK,Old Crow,122.1
Sandy River,-159.93132,56.16987,USA,AK,Chignik,92.7
Selawik River,-158.71141,66.54518,USA,AK,Selawik,69.5
Sheenjek River,-143.83905,67.9698,USA,AK,Arctic Village,79.2
Shotgun Creek,-157.88053,60.76849,USA,AK,Sleetmute,115.4
Skwentna River,-152.31797,61.83235,USA,AK,Nikiski,133
Slana River,-144.01307,62.92793,USA,AK,Tok,65.1
Slow Fork Kuskokwim River,-153.71832,63.2637,USA,AK,McGrath,98.1
South Fork Buckland River,-159.82506,65.7062,USA,AK,Selawik,106.9
South Fork Fortymile River,-141.78659,64.15509,USA,AK,Tok,112.3
South Fork Huslia River,-158.20347,65.70825,USA,AK,Galena,121.3
South Fork Koyukuk River,-150.94449,66.87109,USA,AK,Tanana,191.4
Squirrel River,-160.9381,67.16303,USA,AK,Selawik,64.1
Stony River,-155.01667,61.38775,USA,AK,Sleetmute,115.7
Susitna,-149.09243,62.38469,USA,AK,Palmer,86.9
Susitna River,-147.28764,62.96319,USA,AK,Glennallen,130.9
Swift Fork,-152.74793,63.30133,USA,AK,McGrath,145.7
Takayofo Creek,-155.95006,58.18026,USA,AK,King Salmon,73.7
Talkeetna River,-149.35229,62.49249,USA,AK,Palmer,99.8
Tana River,-142.80384,61.07483,USA,AK,Cordova,166.8
Tanana,-146.21449,63.99619,USA,AK,Delta Junction,26.5
Tazlina River,-145.83225,62.07208,USA,AK,Glennallen,15.9
Teklanika River,-149.58612,64.25762,USA,AK,Nenana,41.1
Teshekpuk Lake,-153.75997,70.60816,USA,AK,Barrow,130.9
Tetlin Lake,-142.74951,63.10416,USA,AK,Tok,26.4
Tetlin River,-142.54991,63.15615,USA,AK,Tok,29.1
Titaluk River,-155.37698,69.71686,USA,AK,Barrow,185.2
Titnuk Creek,-156.98009,61.09507,USA,AK,Sleetmute,71
Togiak River,-159.90711,59.45634,USA,AK,Togiak,50.6
Tok River,-143.55545,63.19205,USA,AK,Tok,29.4
Tolovana River,-149.63355,64.99362,USA,AK,Nenana,57.9
Tonclonukna Creek,-153.32378,63.35991,USA,AK,McGrath,120.3
Toolik River,-149.2157,69.66579,USA,AK,Prudhoe Bay,76.2
Tuksuk Channel,-166.0043,65.20695,USA,AK,Nome,75.7
Ugashik River,-157.2799,57.59073,USA,AK,King Salmon,131.9
Unalakleet River,-160.26167,63.95283,USA,AK,Unalakleet,22.4
Utukok River,-160.88178,69.50953,USA,AK,Wainwright,131.5
West Fork Gulkana River,-146.29322,62.71083,USA,AK,Glennallen,77.7
West Fork Sustina River,-147.51326,63.28746,USA,AK,Delta Junction,123.4
West Fork Yentna River,-151.72485,62.2447,USA,AK,Wasilla,139.2
Wood River,-147.96728,64.13319,USA,AK,Nenana,68.4
Yentna River,-150.78074,61.81871,USA,AK,Wasilla,74
Yukon,-150.15794,63.91325,USA,AK,Nenana,88.3
Bill Williams River,-113.84962,34.26951,USA,AZ,Lake Havasu City,48.3
Centennial Wash,-113.29262,33.68212,USA,AZ,Wickenburg,63
Colorado,-112.11321,36.29163,USA,AZ,Page,85.5
Gila,-111.22664,33.02117,USA,AZ,Eloy,38.6
Hassayampa River,-112.64994,33.96246,USA,AZ,Wickenburg,5.2
Lake Havasu,-114.27899,34.43544,USA,AZ,Lake Havasu City,6.5
Lake Mohave,-114.64352,35.47504,USA,AZ,Bullhead City,41
Little Colorado River,-110.54418,35.16162,USA,AZ,Holbrook,44.7
Puerco River,-109.09899,35.34576,USA,AZ,Gallup,37.4
San Carlos Reservoir,-110.39048,33.20378,USA,AZ,Globe,40.5
San Cristobol Wash,-113.35789,32.38402,USA,AZ,Ajo,50.6
San Pedro River,-110.37211,32.20239,USA,AZ,Willcox,55
San Simon Creek,-109.36004,32.45109,USA,AZ,Willcox,45.4
Santa Cruz River,-110.92197,31.71322,USA,AZ,Nogales,48.1
Santa Maria,-113.22505,34.40648,USA,AZ,Wickenburg,68.1
Theodore Roosevelt Lake,-111.10342,33.70943,USA,AZ,Globe,47.5
Trout Creek,-113.42048,35.03517,USA,AZ,Kingman,59.6
Verde River,-111.91581,34.44691,USA,AZ,Prescott,50.5
Virgin River,-113.80886,36.93819,USA,AZ,St George,26.5
Beaver Lake,-93.95708,36.32723,USA,AR,Fayetteville,33.9
Bull Shoals Lake,-92.75613,36.48369,USA,AR,Branson,47
Cache River,-90.98874,35.6736,USA,AR,Jonesboro,33.5
De Gray Reservoir,-93.24656,34.26739,USA,AR,Arkadelphia,21
Greers Ferry Lake,-92.18163,35.55821,USA,AR,Batesville,53.5
Lake Dardanelle,-93.35764,35.35428,USA,AR,Conway,89.4
Lake Greeson,-93.71875,34.20899,USA,AR,Arkadelphia,62
Lake Hamilton,-93.12193,34.47742,USA,AR,Hot Springs,7.3
Lake Ouachita,-93.28096,34.61674,USA,AR,Hot Springs,23.7
Millwood Lake,-93.9783,33.75087,USA,AR,Texarkana,36.3
Norfork Lake,-92.25073,36.41636,USA,AR,Batesville,88.9
